,original text,fwd_translated,rev_translated
1119," Our collection includes alluring costumes, lingerie, leather and other items that can drive your partner wild. Please note that we do not offer church outfits for sale.","Nuestra colección incluye trajes atractivos, lencería, cuero y otros artículos que pueden conducir a su pareja salvaje. Tenga en cuenta que no ofrecemos trajes de la iglesia para la venta.","Our collection includes attractive costumes, lingerie, leather and other items that can lead to your wild partner. Please note that we do not offer church suits for sale."
1120," Great news! During our visit to Papa at the hospital this morning, we decided to take him home since he had been discharged at the time.","¡Buenas noticias! Durante nuestra visita a papá en el hospital esta mañana, decidimos llevarlo a casa ya que había sido dado de alta en ese momento.","Good news! During our visit to Dad at the hospital this morning, we decided to take him home as he had been discharged at that time."
1121," ""So far, my favorite line in the song is 'black keys, turn right and fly with me &lt;3'.""","""Hasta ahora, mi línea favorita en la canción es 'llaves negras, gira a la derecha y vuela conmigo &lt;3'.""","""So far, my favorite line in the song is 'black keys, turn right and fly with me &lt;3'."""
1122," Hello, @HOTTVampChick! I wish you're having a fantastic weekend! The weather in LA today is quite unpleasant.","Hola, @HOTTVAmpChick! Me gustaría que tuvieras un fin de semana fantástico! El tiempo en Los Ángeles hoy es bastante desagradable.","Hello, @HOTTVampChick! I would like you to have a fantastic weekend! The weather in Los Angeles today is quite unpleasant."
1123, I think it's game over as Chelsea takes the lead 2-1 amidst boos.,Creo que se acabó el juego mientras Chelsea toma la delantera 2-1 en medio de los abucheos.,I think the game's over while Chelsea takes the 2-1 lead in the middle of booing.
1124," Oh my God, it's pouring down and I had just finished cleaning my vehicle.","Dios mío, se está derramando y acabo de terminar de limpiar mi vehículo.","Oh, my God, it's spilling and I just finished cleaning my vehicle."
1125," This video is one you will love, @dan_m_egan.","Este video es uno que te encantará, @dan_m_egan.","This video is one you'll love, @dan_m_egan."
1126, Printing on the back of paper is neither good nor bad and it depends on how the design is executed.,La impresión en la parte posterior del papel no es ni buena ni mala y depende de cómo se ejecute el diseño.,Printing on the back of the paper is neither good nor bad and depends on how the design is executed.
1127," @PennyMoffitt, I also adore her. She's intelligent!","@PennyMoffitt, yo también la adoro. ¡Ella es inteligente!","@PennyMoffitt, I love her too. She's smart!"
1128," @frak, while I'm not doing as great as you, I'm still awake (sort of) and I appreciate the #followfriday shoutout. Thanks! x","@frak, aunque no lo estoy haciendo tan bien como tú, todavía estoy despierto (una especie de) y aprecio el grito de #seguir el viernes. ¡Gracias! x","@frak, although I'm not doing as well as you are, I'm still awake (a kind of) and I appreciate the cry of #follow Friday. Thank you! x"
1129, I was also hoping to see him on the 24th. Will you be attending this year?,También esperaba verlo el 24. ¿Vas a asistir este año?,I was also expecting to see you on the 24th. Are you going to attend this year?
1130," Thank you very much, my friend! You are truly amazing!","¡Muchas gracias, amigo mío! ¡Eres realmente increíble!","Thank you very much, my friend!"
1131, Laugh out loud! I updated my profile picture to something similar. It appears we have similar vibes today.,¡Ríete en voz alta! He actualizado mi foto de perfil a algo similar. Parece que tenemos vibraciones similares hoy.,Laugh aloud! I've updated my profile photo to something similar. Looks like we have similar vibrations today.
1132," Wow, looks like you're having a blast in LA! Haven't seen any posts from you since 11am on the 1st. Glad you're enjoying yourself, Wesley.","Vaya, parece que te lo estás pasando genial en Los Ángeles no he visto ningún post tuyo desde las 11 am en la 1ra. Me alegro de que te estés divirtiendo, Wesley.","Wow, you look like you're having a great time in L.A. I haven't seen any of your posts since 11am in the 1st. I'm glad you're having fun, Wesley."
1133, Seems like I am unable to adjust my bit.ly settings on TweetDeck to monitor the clicks in my account.,Parece que no puedo ajustar mi configuración bit.ly en TweetDeck para monitorear los clics en mi cuenta.,It seems that I cannot adjust my bit.ly settings in TweetDeck to monitor the clicks on my account.
1134," Hey, Twitter! I just came back from the salon and I had to trim my hair because it's gotten so long! Haha.","¡Oye, Twitter, acabo de volver del salón y tuve que cortarme el pelo porque ha pasado tanto tiempo!","Hey, Twitter, I just got back from the salon and I had to cut my hair because it's been so long!"
1135," @ATsLady, it's nice to see you. I'm doing well, but I'm pretty busy. I hope you're doing great and that Princess is happy.","@ATsLady, es bueno verte. Lo estoy haciendo bien, pero estoy bastante ocupado. Espero que lo estés haciendo muy bien y que la princesa esté feliz.","@ATsLady, it's good to see you. I'm doing well, but I'm pretty busy. I hope you're doing very well and the princess is happy."
1136," @philjeffs, my wife hasn't received my first iPhone MMS. It seems like a waste since she only received the old message asking her to go to a website.","@philjeffs, mi esposa no ha recibido mi primer iPhone MMS. Parece un desperdicio ya que sólo recibió el viejo mensaje pidiéndole que vaya a un sitio web.","@philjeffs, my wife has not received my first iPhone MMS. It looks like a waste as she only received the old message asking her to go to a website."
1137," @monstrocity, that's really impressive! You have everything well organized now, don't you?","@monstrocity, eso es realmente impresionante! Tienes todo bien organizado ahora, ¿no?","@monstrocity, that's really awesome! You have everything well organized now, right?"
1138," Because I am the best stalker, you didn't know, laugh out loud!","¡Porque soy el mejor acosador, no lo sabías, ríete en voz alta!","Because I'm the best stalker, you didn't know, laugh out loud!"
1139," @theemilysnyder adores JONAS and admits to listening to the leaked music, feeling guilty.","@theemilysnyder adora a JONAS y admite escuchar la música filtrada, sintiéndose culpable.","@theemilysnyder loves JONAS and admits listening to filtered music, feeling guilty."
1140," Rich expressed confusion and questioned where in California they were living. He suggested that they could live with him in Arizona with their children, as he has a good house.","Rich expresó confusión y preguntó dónde estaban viviendo en California. Sugirió que pudieran vivir con él en Arizona con sus hijos, ya que él tiene una buena casa.","Rich expressed confusion and asked where they were living in California. He suggested that they could live with him in Arizona with their children, as he has a good home."
1141, @Hop3y is staying at a place called villa-aliri. The speaker agrees that one week is not enough for a holiday and celebrates having 22 days.,@Hop3y se aloja en un lugar llamado villa-aliri. El orador está de acuerdo en que una semana no es suficiente para unas vacaciones y celebra tener 22 días.,@Hop3y is staying in a place called villa-aliri. He agrees that a week is not enough for a holiday and celebrates 22 days.
1142," @AmyAllTimeLow, I refuse to do it. Is there any specific thing that I need?","@AmyAllTimeLow, me niego a hacerlo. ¿Hay alguna cosa específica que necesite?","@AmyAllTimeLow, I refuse to do it. Is there anything specific I need?"
1143," I'm tired, but I stayed up very late last night.","Estoy cansado, pero me quedé despierto muy tarde anoche.","I'm tired, but I stayed up very late last night."
1144," Cindy is a busy tourist, and although there's no storefront, delivery to her hotel is available. The tweet also questions what other plans Cindy has.","Cindy es una turista ocupada, y aunque no hay escaparate, la entrega a su hotel está disponible.El tweet también cuestiona qué otros planes tiene Cindy.","Cindy is a busy tourist, and although there is no window, delivery to her hotel is available.Tweet also questions what other plans Cindy has."
1145," Unfortunately, I was unable to obtain tickets for @_brenna's performance in London tomorrow.","Desafortunadamente, no pude obtener entradas para la actuación de @_brenna en Londres mañana.","Unfortunately, I couldn't get tickets for @_brenna's performance in London tomorrow."
